user_id,nome,email,cpf,idade,genero,estado_civil,estado,renda_mensal,canal_preferido,frequencia_compras_ult_12m,ticket_medio,dias_desde_ultima_compra,tem_cartao_fidelidade,score_engajamento,comprou_ult_3m
U199,Sr. Carla Castro,srcarlac199@example.com,285.691.463-29,22,F,casado,AP,3302.89,email,2,123.95,226,False,0.2,0
U200,Otávio Gomes,otviogom200@example.net,042.102.027-03,25,M,divorciado,CE,6394.76,whatsapp,1,351.0,130,False,0.14,1
U201,Dr. Igor Araujo,drigorar201@example.com,056.481.491-15,26,M,viúvo,PE,5017.12,whatsapp,2,161.1,20,False,0.35,0
U202,Paula Rocha,paularoc202@example.net,252.419.138-90,50,F,solteiro,AC,4423.17,site,5,185.17,77,False,0.11,0
U203,Paula Rodrigues,paularod203@example.org,220.863.536-18,56,Outro,divorciado,GO,9957.17,app,2,304.68,186,True,0.33,1
U204,Sr. Diego Castro,srdiegoc204@example.net,023.806.174-49,44,M,divorciado,AP,4258.75,email,4,176.21,115,True,0.39,1
U205,Lívia Santos,,949.375.973-37,71,Outro,casado,BA,3384.64,app,6,48.65,189,False,0.36,0
U206,Sra. Ana Santos,sraanasa206@example.net,505.064.138-10,64,F,viúvo,PR,5516.85,app,2,173.21,91,True,0.23,1
U207,Dr. Igor Souza,drigorso207@example.com,386.571.918-06,36,F,viúvo,AP,6405.4,app,8,218.86,158,True,0.53,0
U208,Sra. Zeca Oliveira,srazecao208@example.com,445.655.743-57,25,F,casado,BA,2654.68,app,10,188.96,46,True,0.6,0
U209,Dr. Diego Oliveira,drdiegoo209@example.org,756.185.374-27,29,M,divorciado,AM,7217.77,app,6,121.81,209,True,0.2,1
U210,Dr. Zeca Pereira,drzecape210@example.net,903.521.356-46,26,Outro,solteiro,RO,2070.24,whatsapp,7,182.3,251,False,0.21,0
U211,Sr. Felipe Silva,srfelipe211@example.org,788.317.121-60,28,F,solteiro,TO,3617.17,site,6,238.7,89,True,0.04,0
U212,Dr. Gustavo Rocha,drgustav212@example.org,519.941.013-00,50,Outro,viúvo,SE,7638.52,site,7,136.58,102,False,0.36,1
U213,Kaio Souza,kaiosouz213@example.com,702.966.706-93,18,Outro,viúvo,CE,4390.34,whatsapp,3,372.73,198,True,0.64,1
U214,Dr. Felipe Pereira,drfelipe214@example.org,720.999.347-97,47,M,viúvo,AL,4186.49,app,4,396.23,181,True,0.1,1
U215,Sr. Marcos Oliveira,srmarcos215@example.org,383.806.578-61,43,M,divorciado,RJ,5553.45,whatsapp,7,226.24,100,False,0.75,0
U216,Sra. Igor Oliveira,sraigoro216@example.com,593.040.785-12,21,Outro,casado,CE,5907.83,app,5,267.79,153,False,0.58,0
U217,Dr. Zeca Santos,drzecasa217@example.org,803.965.223-51,60,Outro,divorciado,SE,3556.05,whatsapp,2,0.0,137,True,0.41,0
U218,Lívia Gomes,lviagome218@example.net,293.784.270-49,19,F,solteiro,ES,4724.46,site,4,187.01,170,False,0.37,1
U219,Rafa Mendes,rafamend219@example.com,593.252.500-20,32,F,casado,SP,3295.96,app,1,257.19,79,True,0.22,0
U220,Sr. Carla Rodrigues,srcarlar220@example.net,691.545.226-50,16,Outro,viúvo,RS,5550.82,whatsapp,13,460.53,159,True,0.75,1
U221,Dr. Sofia Araujo,drsofiaa221@example.net,539.264.422-80,31,Outro,solteiro,RR,4617.96,email,4,246.16,205,False,0.17,0
U222,Felipe Gomes,felipego222@example.org,939.172.513-96,47,M,divorciado,CE,5926.51,app,10,265.58,125,False,0.36,0
U223,Sr. Otávio Silva,srotvios223@example.org,331.541.006-28,45,M,viúvo,CE,4432.04,email,6,146.82,101,True,0.75,0
U224,Sra. Marcos Rodrigues,sramarco224@example.net,617.932.710-62,42,M,solteiro,MT,8215.01,whatsapp,6,326.05,15,True,0.53,0
U225,Carla Rodrigues,carlarod225@example.com,621.815.997-34,22,Outro,solteiro,PA,6100.82,site,9,226.16,139,False,0.48,1
U226,Sra. Felipe Silva,srafelip226@example.com,533.688.444-82,53,F,solteiro,AL,4061.65,email,10,184.93,206,False,0.39,0
XYZ,Sra. Eva Silva,sraevasi227@example.org,061.497.310-49,74,F,casado,RS,3190.74,whatsapp,1,69.73,46,True,0.82,1
U228,Paula Rocha,paularoc228@example.com,467.741.862-46,70,M,viúvo,MS,4163.84,site,6,162.3,134,False,0.39,0
U229,Sra. Bruno Pereira,srabruno229@example.org,743.490.211-67,29,Outro,divorciado,SE,6388.12,email,5,371.22,99,True,0.27,0
U230,Dr. Sofia Silva,drsofias230@example.org,868.793.741-58,56,M,solteiro,PE,2239.1,site,5,362.1,178,False,0.53,0
U231,Otávio Oliveira,otviooli231@example.com,332.061.632-34,70,Outro,divorciado,MT,4834.9,app,4,252.6,144,False,0.66,1
U232,Marcos Castro,marcosca232@example.org,854.870.998-71,62,M,solteiro,PA,6925.18,site,4,191.46,21,False,0.42,0
U233,Dr. Thiago Gomes,drthiago233@example.net,119.148.564-14,31,M,viúvo,RJ,7142.55,email,4,204.39,28,False,0.64,0
U234,Felipe Pereira,felipepe234@example.org,299.606.530-13,31,Outro,viúvo,GO,3370.36,whatsapp,18,459.77,112,False,0.51,0
U235,Kaio Rocha,kaioroch235@example.org,447.132.475-61,59,M,viúvo,RN,4592.97,app,7,151.17,120,False,0.45,0
U236,Dr. Otávio Santos,,785.082.148-39,61,M,casado,SP,4517.19,app,5,28.09,11,True,0.6,0
U237,Dr. Gustavo Rocha,drgustav237@example.com,030.705.345-89,30,M,viúvo,RS,5510.77,app,11,413.94,56,True,0.42,0
U238,Helena Rodrigues,helenaro238@example.org,972.798.552-10,70,M,solteiro,MA,3166.17,app,2,238.57,167,True,0.3,0
U239,Sra. Bruno Oliveira,srabruno239@example.net,333.346.800-02,25,M,casado,RS,3092.78,site,2,314.64,142,True,0.28,0
U240,Helena Pereira,helenape240@example.net,446.657.437-54,16,M,viúvo,RJ,4911.23,app,9,445.33,66,False,0.41,0
U241,Rafa Barbosa,rafabarb241@example.org,899.441.715-06,42,M,divorciado,GO,3839.98,whatsapp,4,184.18,105,False,0.6,1
U242,Sr. Gustavo Oliveira,srgustav242@example.net,309.652.074-71,68,M,viúvo,MG,2210.66,email,5,252.19,213,False,0.41,0
U243,Thiago Araujo,thiagoar243@example.net,353.875.842-55,18,Outro,casado,MA,5256.65,app,8,146.57,228,True,0.16,0
U244,Sra. Eva Araujo,sraevaar244@example.org,825.135.346-70,38,M,divorciado,GO,3825.38,whatsapp,8,170.15,102,False,0.89,0
U245,Sra. Diego Mendes,sradiego245@example.com,999.173.816-94,67,Outro,divorciado,PA,5226.08,app,10,375.06,218,True,0.42,0
U246,Dr. Eva Santos,drevasan246@example.org,697.252.175-00,40,Outro,casado,MT,4923.52,app,8,221.76,106,False,0.12,0
U247,Otávio Pereira,otvioper247@example.com,292.712.966-56,43,M,viúvo,PR,4330.83,email,3,170.96,11,True,0.67,1
U248,Bruno Castro,brunocas248@example.com,505.830.033-89,66,Outro,divorciado,MA,5210.66,site,8,327.54,121,True,0.37,0
U249,Marcos Castro,marcosca249@example.net,421.044.789-79,55,Outro,divorciado,PA,2478.28,site,4,298.85,218,True,0.39,0
U250,Sr. Paula Rodrigues,srpaular250@example.com,260.332.309-14,51,Outro,casado,AM,2312.09,whatsapp,3,68.18,10,True,0.35,0
U251,Marcos Barbosa,marcosba251@example.org,890.901.001-05,56,M,viúvo,MG,8903.37,app,6,101.55,-5,True,0.44,0
U252,Sr. Paula Araujo,srpaulaa252@example.com,304.618.499-92,28,Outro,casado,PA,3930.98,app,5,87.89,59,False,0.16,1
U253,Júlia Souza,jliasouz253@example.com,739.348.356-43,57,M,casado,AL,6659.51,email,7,408.45,-5,False,0.61,1
U254,Dr. Paula Rodrigues,drpaular254@example.com,001.197.218-13,60,F,solteiro,GO,4380.85,site,8,420.83,161,True,0.42,1
U255,Sra. Júlia Pereira,srajliap255@example.org,012.045.561-72,60,F,solteiro,AC,2637.5,site,6,229.54,179,True,0.56,0
U256,Dr. Kaio Rodrigues,drkaioro256@example.org,941.552.166-04,21,M,divorciado,TO,3380.39,email,8,178.55,200,True,0.55,0
U257,Sra. Nina Barbosa,sraninab257@example.com,120.216.979-16,30,Outro,viúvo,CE,8529.9,email,7,342.43,257,False,0.24,1
U258,Sr. Vera Silva,srverasi258@example.net,277.167.014-36,52,Outro,divorciado,AC,4851.69,site,10,330.47,167,False,0.1,0
U259,Sr. Rafa Castro,srrafaca259@example.net,916.375.628-53,26,Outro,solteiro,AC,4665.92,site,5,192.06,105,False,0.41,1
U260,Sra. Paula Rocha,srapaula260@example.com,175.354.083-62,62,Outro,viúvo,MG,5176.31,site,5,289.39,205,True,0.24,1
U261,Otávio Mendes,otviomen261@example.net,717.751.701-44,36,M,viúvo,AL,4330.8,app,2,240.76,233,True,0.66,1
U262,Vera Gomes,veragome262@example.net,488.375.503-75,25,M,divorciado,PI,6493.82,email,9,267.39,58,False,0.44,1
U263,Sr. Otávio Souza,srotvios263@example.com,305.548.851-23,69,F,casado,PR,4104.61,site,3,217.8,182,True,0.01,0
U264,Sra. Diego Pereira,sradiego264@example.net,331.637.351-93,56,M,solteiro,RS,3342.99,app,5,171.97,68,True,0.46,0
U265,Sra. Otávio Barbosa,sraotvio265@example.net,827.080.869-52,60,M,casado,RR,3952.24,site,7,425.94,136,True,0.22,0
U266,Dr. Diego Almeida,drdiegoa266@example.net,995.866.934-06,53,M,divorciado,MA,3814.88,email,6,434.54,150,False,0.3,1
U267,Dr. Eva Almeida,drevaalm267@example.net,848.583.339-22,56,Outro,divorciado,RO,5320.82,whatsapp,11,268.84,60,True,0.16,1
U268,Dr. Yasmin Oliveira,dryasmin268@example.net,851.587.996-44,69,Outro,divorciado,PA,6668.11,app,2,256.53,150,True,0.58,0
U269,Ana Almeida,anaalmei269@example.com,003.424.420-40,29,Outro,divorciado,DF,5537.32,app,6,162.91,39,True,0.3,0
U270,Sr. Otávio Souza,srotvios270@example.net,838.638.406-90,40,M,viúvo,SE,6519.83,whatsapp,6,425.58,216,False,0.53,0
U271,Ana Araujo,anaarauj271@example.org,397.359.893-28,20,Outro,casado,MA,2353.53,email,6,344.56,43,False,0.53,0
U272,Dr. Zeca Souza,anaarauj271@example.org,281.606.484-05,63,F,casado,RJ,5653.41,whatsapp,3,134.17,59,False,0.39,0
U273,Kaio Mendes,kaiomend273@example.net,202.590.947-06,74,Outro,divorciado,AP,4018.12,whatsapp,7,215.67,143,True,0.71,0
U274,Dr. Felipe Castro,drfelipe274@example.com,826.886.153-35,43,F,divorciado,MT,3061.19,whatsapp,4,307.35,267,True,0.35,0
U275,Sr. Gustavo Martins,srgustav275@example.net,878.015.739-43,35,Outro,casado,AL,7035.21,whatsapp,7,309.66,84,True,0.06,0
U276,Sra. Diego Almeida,sradiego276@example.org,840.858.877-00,66,F,divorciado,RS,3312.9,site,3,173.32,72,False,0.35,0
U277,Sr. Rafa Souza,srrafaso277@example.com,288.013.361-01,58,F,viúvo,RS,5087.34,app,3,256.56,115,False,0.65,0
U278,Dr. Ana Mendes,dranamen278@example.net,501.102.481-47,32,Outro,casado,GO,1807.81,email,2,385.41,157,True,0.27,1
U279,Sra. Otávio Barbosa,sraotvio279@example.org,650.618.091-90,39,Outro,solteiro,RR,5539.2,app,5,394.61,113,True,0.25,1
U280,Sr. Rafa Souza,srrafaso280@example.org,491.476.607-83,52,F,casado,BA,5434.39,email,4,169.92,187,False,0.15,0
U281,Sr. Yasmin Oliveira,sryasmin281@example.org,508.821.009-47,51,Outro,viúvo,PI,3426.53,app,5,73.43,72,True,0.12,0
U282,Sr. Gustavo Araujo,srgustav282@example.net,536.822.239-40,68,M,casado,AM,3649.61,site,5,214.35,97,False,0.29,0
U283,Sofia Mendes,sofiamen283@example.net,814.141.397-05,74,M,divorciado,BA,2838.3,site,5,254.18,82,True,0.27,0
U284,Júlia Gomes,jliagome284@example.com,357.759.492-69,62,Outro,divorciado,SE,4400.14,whatsapp,3,169.76,106,False,0.2,1
U285,Sra. Felipe Silva,srafelip285@example.org,336.452.577-30,41,M,divorciado,SP,5877.62,whatsapp,8,61.36,162,False,0.34,1
U286,Sra. Sofia Souza,srasofia286@example.com,914.283.411-29,56,F,solteiro,TO,2767.55,email,5,310.91,121,True,0.72,1
U287,Dr. Bruno Castro,drbrunoc287@example.org,887.256.394-12,40,F,viúvo,PE,5561.73,app,7,185.96,198,True,0.53,1
U288,Sra. Lívia Castro,sralviac288@example.com,392.827.229-29,65,Outro,casado,SC,3149.61,email,3,290.92,78,True,0.48,1
U289,Sr. Bruno Santos,srbrunos289@example.org,314.530.385-66,22,M,viúvo,PB,4606.37,app,6,171.77,42,False,0.52,1
U290,Yasmin Rodrigues,yasminro290@example.com,844.989.266-09,38,M,solteiro,PE,1821.5,whatsapp,7,332.66,99,False,0.47,0
U291,Sra. Helena Castro,srahelen291@example.org,557.790.827-23,54,F,casado,AP,4212.7,whatsapp,6,268.99,203,False,0.16,0
U292,Dr. Eva Oliveira,drevaoli292@example.com,591.365.177-47,21,M,casado,RJ,5022.24,site,2,303.96,46,False,0.34,0
U293,Sra. Ana Santos,sraanasa293@example.com,299.228.092-57,66,F,casado,GO,2759.77,site,6,379.39,65,True,0.12,0
U294,Sra. Vera Gomes,sraverag294@example.net,041.379.772-40,23,F,viúvo,RN,5924.7,site,5,232.7,160,True,0.38,1
U295,Dr. Vera Barbosa,drveraba295@example.net,425.799.136-45,58,M,casado,AM,5302.67,app,9,202.75,180,False,0.3,0
U296,Dr. Rafa Rocha,drrafaro296@example.net,629.127.990-82,68,Outro,solteiro,AP,5410.59,email,4,445.51,139,False,0.28,0
U297,Dr. Vera Castro,drveraca297@example.com,686.508.637-60,42,M,divorciado,RJ,5094.55,app,5,246.12,135,False,0.35,0
U298,Sra. Eva Pereira,sraevape298@example.org,314.986.430-51,21,Outro,solteiro,RJ,3739.17,app,7,254.97,125,False,0.47,0
U299,Marcos Barbosa,marcosba299@example.com,565.126.944-49,30,Outro,viúvo,RJ,2639.99,whatsapp,5,0.0,36,True,0.16,1
U300,Sr. Zeca Almeida,srzecaal300@example.com,688.725.887-07,36,M,divorciado,RJ,4423.85,whatsapp,8,277.46,113,False,0.3,0
U301,Sra. Eva Rocha,sraevaro301@example.net,137.213.865-07,60,Outro,solteiro,CE,5520.55,email,10,278.18,142,True,0.49,0
U302,Carla Rocha,carlaroc302@example.com,796.114.351-34,56,Outro,solteiro,SC,4681.62,email,3,106.02,0,False,0.23,0
U303,Sra. Vera Barbosa,sraverab303@example.net,490.277.038-50,29,M,casado,AL,4282.15,site,3,260.96,183,False,0.26,1
U304,Dr. Zeca Silva,drzecasi304@example.org,302.146.566-83,73,Outro,casado,PE,3872.54,telefone,8,217.04,142,True,0.56,0
U305,Carla Castro,carlacas305@example.org,895.543.937-76,54,M,solteiro,GO,6533.07,site,4,224.99,299,True,0.27,0
U306,Sra. Rafa Souza,srarafas306@example.net,184.518.489-07,52,M,viúvo,MG,4298.48,email,6,50.18,189,True,0.68,0
U307,Dr. Kaio Martins,drkaioma307@example.org,790.714.163-05,58,Outro,casado,SE,6037.89,whatsapp,5,404.68,149,False,0.44,0
U308,Sra. Lívia Castro,sralviac308@example.net,043.416.518-20,54,F,viúvo,MT,7809.5,whatsapp,5,251.43,122,False,0.45,1
U309,Dr. Thiago Pereira,drthiago309@example.com,373.334.333-66,26,F,divorciado,BA,2125.75,app,4,347.97,112,False,0.52,1
U310,Carla Barbosa,carlabar310@example.net,790.807.595-97,51,M,divorciado,PR,3733.05,site,5,100.59,278,False,0.28,1
U311,Sr. Marcos Santos,srmarcos311@example.net,208.678.085-00,33,M,casado,PB,4428.43,app,6,179.32,237,True,0.37,1
U312,Sra. Kaio Araujo,srakaioa312@example.com,036.915.594-76,55,F,divorciado,ES,1098.27,whatsapp,6,137.84,216,False,0.63,0
U313,Sra. Vera Rodrigues,sraverar313@example.org,276.365.564-56,37,M,casado,RJ,6062.72,site,4,235.86,282,True,0.05,1
U314,Dr. Diego Araujo,drdiegoa314@example.org,386.632.270-43,35,F,viúvo,PR,4098.08,site,4,270.38,48,False,0.31,1
U315,Sr. Paula Pereira,srpaulap315@example.org,890.612.034-65,45,M,solteiro,PB,2341.78,whatsapp,5,195.04,141,True,0.22,1
U316,Sr. Lívia Rodrigues,srlviaro316@example.net,845.061.593-30,65,Outro,casado,SP,4190.65,whatsapp,5,249.17,169,False,0.66,1
U317,Sr. Kaio Barbosa,srkaioba317@example.net,771.694.722-28,44,Outro,divorciado,PA,4829.27,email,4,248.62,57,False,0.66,1
U318,Carla Oliveira,srkaioba317@example.net,355.449.647-26,61,M,viúvo,PA,4407.58,site,5,90.18,209,True,0.39,0
U319,Dr. Ana Oliveira,dranaoli319@example.net,341.326.111-83,45,M,solteiro,AC,7616.57,email,5,145.57,149,False,0.4,0
U320,Diego Pereira,diegoper320@example.net,216.433.472-84,20,F,casado,AC,5138.06,app,7,269.61,50,True,0.6,0
U321,Sr. Kaio Rocha,srkaioro321@example.org,784.872.829-38,66,Outro,viúvo,RS,3330.71,email,9,185.58,131,False,0.6,0
U322,Sr. Lívia Mendes,srlviame322@example.net,317.456.424-71,68,F,solteiro,PE,7920.97,site,5,72.76,114,False,0.23,1
U323,Sr. Júlia Mendes,srjliame323@example.net,077.406.493-50,72,F,divorciado,DF,4589.53,email,5,69.12,12,True,0.42,0
U324,Sra. Marcos Santos,sramarco324@example.com,663.416.389-81,36,Outro,divorciado,MA,7513.98,whatsapp,1,147.93,79,True,0.26,0
U325,Sra. Gustavo Rocha,sragusta325@example.com,224.179.749-91,36,M,casado,MT,3732.66,app,6,410.25,115,False,0.46,1
U326,Dr. Bruno Castro,drbrunoc326@example.com,214.427.031-72,45,F,solteiro,PR,4509.96,site,6,134.08,119,False,0.54,0
U327,Sr. Nina Pereira,srninape327@example.org,570.512.046-02,52,F,viúvo,CE,4467.87,site,3,134.19,184,True,0.24,0
U328,Sr. Marcos Rocha,srmarcos328@example.com,136.730.371-02,60,Outro,casado,PR,3281.42,email,8,361.74,65,False,0.2,1
U329,Sr. Kaio Oliveira,srkaiool329@example.net,088.147.435-50,26,F,casado,AM,2743.49,site,7,229.67,206,True,0.84,0
U330,Sra. Kaio Silva,srakaios330@example.com,491.630.097-14,63,Outro,casado,MS,4256.05,app,1,366.8,89,True,0.36,0
U331,Dr. Felipe Mendes,drfelipe331@example.com,950.052.812-66,59,M,casado,MT,7463.69,whatsapp,5,89.28,93,True,0.21,0
U332,Sra. Gustavo Silva,drfelipe331@example.com,652.407.784-93,55,Outro,viúvo,DF,4646.5,site,9,238.15,109,True,0.6,0
U333,Sr. Kaio Araujo,srkaioar333@example.org,498.218.274-46,45,M,divorciado,PB,4503.87,app,11,82.37,249,False,0.53,0
U334,Sra. Felipe Silva,srafelip334@example.net,593.518.638-16,54,Outro,viúvo,SP,8517.22,site,6,427.22,19,True,0.27,1
U335,Sr. Kaio Almeida,srkaioal335@example.net,511.810.220-02,51,F,solteiro,PR,2560.99,site,5,272.78,160,True,0.27,0
U336,Bruno Gomes,brunogom336@example.net,678.994.053-78,66,Outro,solteiro,AC,3419.99,site,5,231.81,2,False,0.4,1
U337,Sra. Carla Mendes,sracarla337@example.net,058.650.948-82,59,F,solteiro,TO,3713.35,whatsapp,4,332.19,194,False,0.05,1
U338,Gustavo Castro,gustavoc338@example.com,138.633.839-74,41,Outro,casado,PI,4004.44,email,8,300.3,61,False,0.46,1
U339,Yasmin Gomes,yasmingo339@example.org,761.228.685-82,19,Outro,casado,PI,4752.97,email,5,431.16,256,True,0.8,0
U340,Sr. Kaio Castro,srkaioca340@example.org,566.593.983-84,33,M,divorciado,MS,4930.49,email,5,79.15,40,True,0.39,1
XYZ,Sra. Marcos Silva,sramarco341@example.net,049.082.404-85,23,F,casado,MT,3309.92,app,5,305.94,40,True,0.48,0
U342,Sr. Sofia Castro,srsofiac342@example.net,992.107.522-52,57,M,divorciado,RJ,7687.44,site,3,272.29,236,False,0.19,1
U343,Dr. Igor Martins,drigorma343@example.org,196.931.572-57,34,M,solteiro,RN,6278.91,whatsapp,6,142.11,37,False,0.48,1
U344,Thiago Almeida,thiagoal344@example.com,055.661.390-27,18,Outro,viúvo,AL,1023.24,whatsapp,5,455.34,281,False,0.18,0
XYZ,Kaio Castro,kaiocast345@example.net,258.320.679-67,42,Outro,solteiro,ES,7537.63,email,4,395.77,135,True,0.78,0
U346,Sr. Marcos Oliveira,srmarcos346@example.com,517.908.641-86,52,M,viúvo,SP,7081.23,site,6,259.42,189,False,0.38,1
U347,Dr. Paula Castro,drpaulac347@example.com,769.389.833-64,46,F,divorciado,SP,5025.08,email,6,252.12,70,True,0.4,0
U348,Sr. Zeca Gomes,srzecago348@example.com,166.553.559-82,19,Outro,solteiro,SP,4048.59,whatsapp,6,109.78,98,True,0.1,0
U349,Dr. Lívia Gomes,drlviago349@example.org,927.033.521-66,30,F,solteiro,ES,3008.6,site,8,347.78,14,True,0.25,0
U350,Sr. Ana Rodrigues,sranarod350@example.net,147.705.383-24,23,F,divorciado,PI,5409.89,email,9,373.15,24,False,0.26,1
U351,Dr. Zeca Silva,drzecasi351@example.org,980.420.439-88,34,M,solteiro,PB,6311.5,app,4,147.37,66,True,0.24,0
U352,Marcos Barbosa,marcosba352@example.org,510.463.681-09,37,M,viúvo,RN,5810.02,app,9,136.45,61,False,0.32,1
U353,Dr. Gustavo Castro,drgustav353@example.org,800.384.576-95,33,Outro,casado,AC,4209.98,whatsapp,7,224.34,81,False,0.43,0
U354,Sr. Lívia Barbosa,srlviaba354@example.org,384.046.084-07,34,F,casado,MT,6096.04,email,8,141.7,62,False,0.37,1
U355,Dr. Carla Araujo,drcarlaa355@example.org,893.639.264-60,53,Outro,divorciado,PB,3418.75,site,4,129.12,60,False,0.48,0
U356,Dr. Yasmin Oliveira,dryasmin356@example.net,832.482.629-74,25,F,divorciado,AP,5224.26,app,5,211.6,125,False,0.76,0
U357,Dr. Kaio Rocha,drkaioro357@example.com,056.647.423-99,58,F,casado,CE,6027.96,app,3,232.68,117,False,0.26,1
U358,Sr. Vera Gomes,srverago358@example.net,393.305.172-00,57,Outro,viúvo,RR,2890.29,whatsapp,8,465.72,198,False,0.35,0
U359,Dr. Marcos Mendes,drmarcos359@example.org,223.306.046-61,54,F,casado,SP,4188.72,site,7,313.69,14,True,0.13,1
U360,Felipe Mendes,felipeme360@example.net,757.366.096-06,55,Outro,divorciado,MG,6056.24,app,8,306.5,159,False,0.71,0
U361,Otávio Mendes,otviomen361@example.com,388.608.680-17,35,F,divorciado,PB,4162.68,email,10,462.78,227,True,0.51,0
U362,Sr. Júlia Mendes,srjliame362@example.com,649.082.771-92,67,Outro,solteiro,CE,4913.02,site,6,247.13,111,False,0.15,0
U363,Sra. Nina Rodrigues,sraninar363@example.org,027.937.145-42,42,Outro,casado,RR,3627.18,app,7,442.33,101,True,0.89,0
U364,Diego Araujo,diegoara364@example.org,518.689.268-85,38,M,solteiro,SP,5552.69,site,9,307.21,5,True,0.61,0
U365,Sr. Thiago Rocha,srthiago365@example.net,222.206.447-31,69,M,casado,AM,4513.29,site,12,263.39,95,False,0.62,1
U366,Dr. Ana Gomes,dranagom366@example.org,077.780.973-70,32,F,viúvo,PB,3543.38,email,7,152.47,264,True,0.18,0
U367,Sra. Carla Gomes,sracarla367@example.net,038.498.302-25,37,F,solteiro,RS,3785.34,whatsapp,5,140.61,138,False,0.53,0
U368,Eva Rocha,evarocha368@example.com,994.510.162-52,58,F,divorciado,RN,5189.12,site,4,384.36,157,True,0.41,0
U369,Sra. Thiago Rodrigues,srathiag369@example.com,145.561.681-80,34,M,viúvo,BA,1421.16,app,6,219.67,28,False,0.77,0
U370,Sr. Kaio Castro,srkaioca370@example.org,833.901.981-30,19,M,divorciado,PA,5550.35,whatsapp,5,244.42,151,False,0.3,0
U371,Sr. Rafa Gomes,srrafago371@example.net,529.978.772-37,48,Outro,casado,RR,4161.16,whatsapp,4,491.28,92,False,0.22,0
U372,Dr. Ana Souza,dranasou372@example.com,713.966.055-76,25,Outro,casado,AC,5553.25,site,4,280.48,224,False,0.54,0
U373,Sr. Igor Martins,srigorma373@example.com,448.850.155-96,58,M,solteiro,TO,7684.35,site,6,394.99,40,True,0.49,0
U374,Dr. Kaio Rocha,drkaioro374@example.org,770.272.785-37,50,M,viúvo,SC,3653.98,app,5,242.01,75,True,0.16,0
U375,Sr. Thiago Araujo,srthiago375@example.net,588.039.551-00,46,F,divorciado,TO,3756.4,app,5,277.55,103,True,0.05,1
U376,Sr. Marcos Barbosa,srmarcos376@example.net,299.629.145-07,25,Outro,solteiro,GO,2503.04,email,6,255.84,5,True,0.28,1
U377,Paula Santos,paulasan377@example.org,743.842.150-37,52,F,solteiro,PB,6231.9,app,5,85.44,52,True,0.34,1
U378,Sra. Rafa Oliveira,srarafao378@example.com,578.452.182-94,21,F,solteiro,PB,6669.97,email,4,62.11,97,False,0.35,1
U379,Ana Pereira,srarafao378@example.com,915.701.840-54,70,Outro,divorciado,RS,4540.46,site,2,182.35,222,True,0.63,1
U380,Sr. Gustavo Santos,srgustav380@example.org,485.714.224-43,25,F,solteiro,RN,7296.42,app,4,464.71,279,False,0.61,0
U381,Dr. Sofia Rodrigues,drsofiar381@example.net,542.493.214-28,64,Outro,divorciado,PI,5318.16,email,3,240.54,-5,True,0.65,0
U382,Eva Silva,evasilva382@example.org,016.016.629-20,21,Outro,viúvo,RN,7424.1,whatsapp,1,241.57,162,False,0.42,0
U383,Sr. Kaio Rocha,srkaioro383@example.com,817.921.717-57,70,M,viúvo,PR,7573.25,site,6,280.64,162,True,0.26,0
U384,Dr. Eva Rocha,drevaroc384@example.net,456.255.770-21,24,F,viúvo,AM,5875.39,whatsapp,2,81.97,173,False,0.05,0
U385,Sra. Otávio Rocha,sraotvio385@example.com,459.928.161-19,16,M,solteiro,SE,10274.69,whatsapp,6,150.6,182,True,0.17,1
U386,Sra. Marcos Gomes,sramarco386@example.org,393.827.615-00,18,F,viúvo,SE,7933.74,email,5,281.16,104,True,0.37,0
U387,Sr. Sofia Araujo,srsofiaa387@example.com,219.719.975-79,25,Outro,solteiro,TO,1976.23,email,3,344.53,78,False,0.56,0
U388,Dr. Júlia Almeida,drjliaal388@example.com,919.657.013-02,65,F,solteiro,SP,6160.05,site,4,453.61,136,True,0.15,1
U389,Dr. Otávio Castro,drotvioc389@example.org,699.733.549-74,64,Outro,divorciado,PA,5481.44,whatsapp,5,351.6,123,False,0.14,0
U390,Thiago Silva,thiagosi390@example.net,862.405.800-74,33,Outro,divorciado,AM,4327.5,whatsapp,8,0.0,147,False,0.59,0
U391,Helena Almeida,helenaal391@example.net,965.666.683-65,40,Outro,casado,PR,5478.85,site,7,365.22,77,False,0.65,0
U392,Dr. Sofia Almeida,drsofiaa392@example.org,624.220.102-02,72,Outro,viúvo,RO,4326.51,email,5,392.14,78,False,0.18,0
U393,Dr. Carla Oliveira,drcarlao393@example.net,679.692.786-98,55,Outro,viúvo,MG,5794.7,whatsapp,5,269.54,87,False,0.44,1
U394,Dr. Felipe Almeida,drfelipe394@example.net,097.384.689-57,72,M,solteiro,AL,5151.82,email,4,477.44,65,True,0.48,0
U395,Sr. Diego Gomes,srdiegog395@example.org,128.478.189-52,46,F,casado,PR,6283.92,app,10,416.6,62,True,0.31,0
U396,Sr. Vera Silva,srverasi396@example.org,807.787.956-08,39,M,divorciado,MA,2135.47,site,2,499.82,200,False,0.59,0
U397,Vera Araujo,veraarau397@example.org,940.792.904-38,55,Outro,solteiro,MA,6814.8,email,6,132.96,46,False,0.19,1
U398,Eva Castro,evacastr398@example.com,442.944.401-39,54,Outro,casado,RJ,6215.95,site,7,163.83,25,True,1.5,0
